id,created_at,created_by,updated_at,updated_by,job_code,job_title,job_level_description,status,id_company,offer_title,offer_desc,hiring_model,division,dynamic_variables,id_rate_method,id_business_unit,id_client,type,offer_header,offer_footer
1146,2023-08-10 06:30:44,1,,,J23752    ,Healthcare Compliance lea                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1147,2023-08-10 06:30:44,1,,,J23759    ,Project Control Engineer                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1148,2023-08-10 06:30:44,1,,,J23762    ,Officer Credit                                         ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1149,2023-08-10 06:30:44,1,,,J23781    ,Senior IT Audit Manager                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1150,2023-08-10 06:30:44,1,,,J238      ,Coach                                                  ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1151,2023-08-10 06:30:44,1,,,J23833    ,Assistant Manager - Soft                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1152,2023-08-10 06:30:44,1,,,J23836    ,Engineer L1 - A2P Enginee                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1153,2023-08-10 06:30:44,1,,,J23842    ,IT Service Relationship P                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1154,2023-08-10 06:30:44,1,,,J23844    ,Specialist - Receptionist                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1155,2023-08-10 06:30:44,1,,,J23845    ,Process & Operations Mark                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1156,2023-08-10 06:30:44,1,,,J2385     ,Email & Chat - Call Centr                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1157,2023-08-10 06:30:44,1,,,J2387     ,Senior Functional Consult                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1158,2023-08-10 06:30:44,1,,,J23904    ,Senior Engineer 1                                      ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1159,2023-08-10 06:30:44,1,,,J23905    ,Senior Piping Engineer                                 ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1160,2023-08-10 06:30:44,1,,,J23928    ,Manager- Editor- Featured                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1161,2023-08-10 06:30:44,1,,,J2393493-0,Channel Sales Director                                 ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1162,2023-08-10 06:30:44,1,,,J23949    ,Support Engineer                                       ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1163,2023-08-10 06:30:44,1,,,J23955    ,Data Engineering & Digita                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1164,2023-08-10 06:30:44,1,,,J23961    ,PR Support                                             ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1165,2023-08-10 06:30:44,1,,,J23967    ,VAT Accountant                                         ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1166,2023-08-10 06:30:44,1,,,J23978    ,FM Consultant                                          ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1167,2023-08-10 06:30:44,1,,,J23995    ,Salesforce Developer                                   ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1168,2023-08-10 06:30:44,1,,,J23996    ,Salesforce Technical Lead                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1169,2023-08-10 06:30:44,1,,,J23997    ,Salesforce Develope                                    ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1170,2023-08-10 06:30:44,1,,,J23999    ,AP - Accountant                                        ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1171,2023-08-10 06:30:44,1,,,J24000    ,Sr. Associate - Marketpla                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1172,2023-08-10 06:30:44,1,,,J24001    ,HSE Manager                                            ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1173,2023-08-10 06:30:44,1,,,J24004    ,Associate Compensation Ma                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1174,2023-08-10 06:30:44,1,,,J24008    ,UX/UI Designer                                         ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1175,2023-08-10 06:30:44,1,,,J24046    ,Revit Architect                                        ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1176,2023-08-10 06:30:44,1,,,J24056    ,Architectural Engineer                                 ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1177,2023-08-10 06:30:44,1,,,J24058    ,Project Planner                                        ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1178,2023-08-10 06:30:44,1,,,J24069    ,Temporary Full time sales                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1179,2023-08-10 06:30:44,1,,,J24074    ,Service Quality Agent                                  ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1180,2023-08-10 06:30:44,1,,,J24077    ,Sales Deduction Analyst                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1181,2023-08-10 06:30:44,1,,,J24110    ,KDR Sales Promoters                                    ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1182,2023-08-10 06:30:44,1,,,J24127    ,Engagement Executive                                   ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1183,2023-08-10 06:30:44,1,,,J24128    ,Reporting and Dashboard A                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1184,2023-08-10 06:30:44,1,,,J24129    ,Sample Management                                      ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1185,2023-08-10 06:30:44,1,,,J24131    ,CS Planning (Service Mark                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1186,2023-08-10 06:30:44,1,,,J24132    ,Accountant Executive                                   ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1187,2023-08-10 06:30:44,1,,,J24134    ,Site Implementation Manag                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1188,2023-08-10 06:30:44,1,,,J24137    ,Executive-Retail Sales                                 ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1189,2023-08-10 06:30:44,1,,,J24140    ,Chef De Partie                                         ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1190,2023-08-10 06:30:44,1,,,J24141    ,Line-Cook                                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1191,2023-08-10 06:30:44,1,,,J24146    ,KDR Sales Promoter                                     ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1192,2023-08-10 06:30:44,1,,,J24147    ,RT Operator                                            ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1193,2023-08-10 06:30:44,1,,,J24156    ,Senior Technicall                                      ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1194,2023-08-10 06:30:44,1,,,J24157    ,Senior Tecl Engineer                                   ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1195,2023-08-10 06:30:44,1,,,J24158    ,Senior Technical                                       ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1196,2023-08-10 06:30:44,1,,,J24166    ,Waitress                                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1197,2023-08-10 06:30:44,1,,,J24167    ,Waiter                                                 ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1198,2023-08-10 06:30:44,1,,,J24170    ,Barista                                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1199,2023-08-10 06:30:44,1,,,J24178    ,Steward                                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1200,2023-08-10 06:30:44,1,,,J24212    ,HRIS Manager                                           ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1201,2023-08-10 06:30:44,1,,,J24220    ,Senior Safety Officer                                  ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1202,2023-08-10 06:30:44,1,,,J24241    ,SAP CONSULTANT                                         ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1203,2023-08-10 06:30:44,1,,,J24243    ,Onboarding Analyst School                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1204,2023-08-10 06:30:44,1,,,J24244    ,ER Analyst                                             ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1205,2023-08-10 06:30:44,1,,,J24245    ,Team Leader Warehouse Ope                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1206,2023-08-10 06:30:44,1,,,J24251    ,Digital Marketing Executi                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1207,2023-08-10 06:30:44,1,,,J24255    ,IT Support                                             ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1208,2023-08-10 06:30:44,1,,,J24256    ,Boutique technician                                    ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1209,2023-08-10 06:30:44,1,,,J24263    ,Senior Design Engineer                                 ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1210,2023-08-10 06:30:44,1,,,J24288    ,Parts Advisor                                          ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1211,2023-08-10 06:30:44,1,,,J24289    ,EDD Review Analyst                                     ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1212,2023-08-10 06:30:44,1,,,J24303    ,Reservation Agent                                      ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1213,2023-08-10 06:30:44,1,,,J24313    ,SLM Analyst                                            ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1214,2023-08-10 06:30:44,1,,,J24314    ,EDD Analyst                                            ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1215,2023-08-10 06:30:44,1,,,J24318    ,BI Enhancement Services H                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1216,2023-08-10 06:30:44,1,,,J24330    ,visual merchandiser suppo                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1217,2023-08-10 06:30:44,1,,,J24346    ,Estimator Specialist                                   ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1218,2023-08-10 06:30:44,1,,,J24349    ,CAD Lead                                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1219,2023-08-10 06:30:44,1,,,J2435     ,Sales & Product JR Trai                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1220,2023-08-10 06:30:44,1,,,J24356    ,Senior CAD Technician                                  ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1221,2023-08-10 06:30:44,1,,,J24359    ,Reporting Accountant                                   ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1222,2023-08-10 06:30:44,1,,,J24362    ,Treasury Analyst                                       ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1223,2023-08-10 06:30:44,1,,,J24367    ,Estimation Specialist                                  ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1224,2023-08-10 06:30:44,1,,,J24368    ,Engineer/Digital                                       ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1225,2023-08-10 06:30:44,1,,,J24369    ,Engineer A2                                            ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1226,2023-08-10 06:30:44,1,,,J24383    ,RETAIL SALES EXECUTIVE                                 ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1227,2023-08-10 06:30:44,1,,,J24405    ,Senior Quality Assurance                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1228,2023-08-10 06:30:44,1,,,J24408    ,SAP Architect                                          ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1229,2023-08-10 06:30:44,1,,,J24417    ,Project Executive                                      ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1230,2023-08-10 06:30:44,1,,,J24421    ,Forwarding (Air/Ocean)                                 ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1231,2023-08-10 06:30:44,1,,,J24424    ,Highway Design Engineer                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1232,2023-08-10 06:30:44,1,,,J24426    ,Intercompany Payables                                  ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1233,2023-08-10 06:30:44,1,,,J24435    ,Lead User Experience                                   ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1234,2023-08-10 06:30:44,1,,,J24445    ,CCP Support Specialist                                 ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1235,2023-08-10 06:30:44,1,,,J24451    ,Associate - Marketplace                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1236,2023-08-10 06:30:44,1,,,J24453    ,AX Consultant                                          ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1237,2023-08-10 06:30:44,1,,,J24479    ,MIS BI Developer                                       ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1238,2023-08-10 06:30:44,1,,,J24481    ,Contracts Administrator                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1239,2023-08-10 06:30:44,1,,,J24498    ,Senior Software EngineerD                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1240,2023-08-10 06:30:44,1,,,J24504    ,Assistant ManagerD                                     ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1241,2023-08-10 06:30:44,1,,,J24509    ,SeniorTechnical Engineer                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1242,2023-08-10 06:30:44,1,,,J24510    ,Accounts Payable                                       ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1243,2023-08-10 06:30:44,1,,,J24511    ,Senior ChatBot Developer                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1244,2023-08-10 06:30:44,1,,,J24512    ,HR/Admin Coordinator                                   ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1245,2023-08-10 06:30:44,1,,,J24513    ,Training Consultant                                    ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1246,2023-08-10 06:30:44,1,,,J24518    ,Senior Solution Architec                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1247,2023-08-10 06:30:44,1,,,J24519    ,Big Data AnalystE                                      ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1248,2023-08-10 06:30:44,1,,,J24522    ,Cross Sector Local Safety                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1249,2023-08-10 06:30:44,1,,,J24539    ,Senior CAD Draughtsman                                 ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1250,2023-08-10 06:30:44,1,,,J24545    ,Construction Specialist                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1251,2023-08-10 06:30:44,1,,,J24550    ,Project Implementation Ma                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1252,2023-08-10 06:30:44,1,,,J24554    ,VAT Administration                                     ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1253,2023-08-10 06:30:44,1,,,J24557    ,Architectural inspector                                ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1254,2023-08-10 06:30:44,1,,,J2456789  ,"Specialist, General Accou                              ",LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1255,2023-08-10 06:30:44,1,,,J2456987  ,Technical Operations Mana                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1256,2023-08-10 06:30:44,1,,,J2456988  ,Coordinator â€“ Entertainme                            ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1257,2023-08-10 06:30:44,1,,,J2456989  ,Operations Analyst â€“ Ente                            ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1279,2023-08-10 06:30:44,1,,,J24744    ,Digital Performance Analy                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1258,2023-08-10 06:30:44,1,,,J24580    ,Associate â€“ Roads & Highw                            ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1259,2023-08-10 06:30:44,1,,,J24588    ,PuSH Administrator                                     ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1260,2023-08-10 06:30:44,1,,,J24590    ,Senior TechnicalEngineer                               ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1261,2023-08-10 06:30:44,1,,,J24596    ,Big Data - Hadoop Enginee                              ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
1262,2023-08-10 06:30:44,1,,,J24613    ,Support Coordinator                                    ,LVL1                                                                                                                                                                                                                                                           ,Y,1,,,87,8,,"0","0","0","0",,
